state,CZ20,PUMA20,PUMA20_name,pop_overlap,share_of_CZ20,CZ20_total_pop,cells,grid_res_m,crs_epsg,method
OR,461,G41005901,"Umatilla (East & South), Union, Baker & Wallowa Counties PUMA",7344.000012023374,0.99991319667578,7344.63755097799,3772,100,5070,building_footprint_area
OR,449,G41004704,Marion County (West Central)--Salem City (South) & Four Corners PUMA,113131.16861102311,0.03715009233966511,3045245.960000834,6024,100,5070,building_footprint_area
OR,447,G41005901,"Umatilla (East & South), Union, Baker & Wallowa Counties PUMA",42734.56548315956,1,42734.56548315956,12342,100,5070,building_footprint_area
OR,448,G41009300,Polk & Lincoln Counties PUMA,0.392699658870697,6.489561407786641e-7,605125.1143097403,1,100,5070,building_footprint_area
OR,448,G41000301,Benton County & Linn County (South)--Corvallis & Harrisburg Cities PUMA,105661.47232492547,0.17461095205981061,605125.1143097403,15281,100,5070,building_footprint_area
OR,448,G41004301,Linn County (North & East)--Albany & Lebanon Cities PUMA,117046.55513243657,0.19342537991659844,605125.1143097403,19119,100,5070,building_footprint_area
OR,448,G41004705,Marion County (Outside Salem & Keizer Cities)--Woodburn & Silverton Cities PUMA,1.9026748538017273,3.1442668777217883e-6,605125.1143097403,2,100,5070,building_footprint_area
OR,449,G41004301,Linn County (North & East)--Albany & Lebanon Cities PUMA,1.0021880865097046,3.2909922537404175e-7,3045245.960000834,1,100,5070,building_footprint_area
OR,452,G41001702,Crook & Jefferson & Deschutes (Outside Bend) Counties--Redmond & Prineville Cities PUMA,135078.35398275335,0.5475063241778796,246715.6049486429,37348,100,5070,building_footprint_area
OR,448,G41003905,Lane County (Outside Eugene & Springfield Cities) PUMA,112632.08395430073,0.1861302419794276,605125.1143097403,31110,100,5070,building_footprint_area
OR,452,G41006501,"Umatilla (Northwest) & Grant Counties, Columbia Gorge & Columbia Basin PUMA",3.21671599149704,1.303815375669748e-5,246715.6049486429,2,100,5070,building_footprint_area
OR,454,G41006501,"Umatilla (Northwest) & Grant Counties, Columbia Gorge & Columbia Basin PUMA",7167.4345199791715,1,7167.4345199791715,3582,100,5070,building_footprint_area
OR,448,G41003903,Lane County (West Central)--Eugene City (West & South) PUMA,157762.08066800237,0.26070985476773656,605125.1143097403,7932,100,5070,building_footprint_area
OR,448,G41003904,Lane County (East Central)--Eugene (Northeast) & Springfield Cities PUMA,112020.62685556244,0.1851197780534083,605125.1143097403,5916,100,5070,building_footprint_area
OR,451,G41001900,Douglas County PUMA,110554.18516684591,0.630917176928625,175227.73069047823,27268,100,5070,building_footprint_area
OR,451,G41003905,Lane County (Outside Eugene & Springfield Cities) PUMA,1.5228203535079956,8.690521457462125e-6,175227.73069047823,1,100,5070,building_footprint_area
OR,451,G41009100,"Josephine, Coos & Curry Counties PUMA",64602.895322117954,0.36867963231363376,175227.73069047823,13888,100,5070,building_footprint_area
OR,452,G41001701,Deschutes County (Central)--Bend City PUMA,111634.03424989805,0.4524806376683637,246715.6049486429,12071,100,5070,building_footprint_area
OR,129,G41009200,"Klamath, Malheur, Lake & Harney Counties PUMA",31528.655062941485,0.036701718740663025,859051.1873769514,8362,100,5070,building_footprint_area
OR,69,G41009200,"Klamath, Malheur, Lake & Harney Counties PUMA",69038.59279480367,0.5696936696796764,121185.46592526161,15455,100,5070,building_footprint_area
OR,455,G41009200,"Klamath, Malheur, Lake & Harney Counties PUMA",7447.999994855112,0.9996443301914899,7450.6499661018315,3376,100,5070,building_footprint_area
OR,63,G41009100,"Josephine, Coos & Curry Counties PUMA",23262.773739881814,0.4570887139025214,50893.34527923353,5893,100,5070,building_footprint_area
OR,458,G41009200,"Klamath, Malheur, Lake & Harney Counties PUMA",7934.951029886492,0.9993656536451719,7939.987732161768,3278,100,5070,building_footprint_area
OR,457,G41009100,"Josephine, Coos & Curry Counties PUMA",87756.12823287584,0.2827324615676405,310385.7538901001,21840,100,5070,building_footprint_area
OR,457,G41002902,Jackson County (Outside Medford & Central Point Cities)--Ashland City PUMA,107484.09446396772,0.34629197093248415,310385.7538901001,25458,100,5070,building_footprint_area
OR,129,G16000400,"Ada (North), Payette, Canyon (North), Gem & Washington Counties--Eagle City PUMA",4.235291004180908,4.930196321726826e-6,859051.1873769514,1,100,5070,building_footprint_area
OR,129,G16000500,Canyon (South) & Owyhee Counties--Caldwell & Nampa (South & West) Cities PUMA,2.0658043920993805,2.404751221411101e-6,859051.1873769514,3,100,5070,building_footprint_area
OR,457,G41002901,Jackson County (Central)--Medford & Central Point Cities PUMA,115145.53119325655,0.3709755674998754,310385.7538901001,7905,100,5070,building_footprint_area
OR,63,G06001500,"Del Norte, Lassen, Modoc, Plumas & Siskiyou Counties PUMA",0.722298264503479,1.419239117689135e-5,50893.34527923353,1,100,5070,building_footprint_area
OR,69,G41002902,Jackson County (Outside Medford & Central Point Cities)--Ashland City PUMA,0.01253298670053482,1.0341988294424891e-7,121185.46592526161,1,100,5070,building_footprint_area
OR,69,G06001500,"Del Norte, Lassen, Modoc, Plumas & Siskiyou Counties PUMA",7.371217459440231,6.082592003224432e-5,121185.46592526161,11,100,5070,building_footprint_area
OR,458,G06001500,"Del Norte, Lassen, Modoc, Plumas & Siskiyou Counties PUMA",2.2774176597595215,2.8682886379466284e-4,7939.987732161768,1,100,5070,building_footprint_area
OR,363,G32000200,Rural Nevada PUMA,2.043893277645111,2.2166617690918645e-5,92205.91549618622,2,100,5070,building_footprint_area
PA,469,G42000500,Pike & Wayne Counties PUMA,108726.57143888372,0.12350076812553405,880371.6210766163,39206,100,5070,building_footprint_area
PA,469,G42000400,"Bradford, Tioga, Susquehanna & Sullivan Counties PUMA",38329.26675544772,0.04353759916587774,880371.6210766163,18830,100,5070,building_footprint_area
PA,383,G36002204,"Chenango, Delaware Counties & Broome County outside Greater Binghamton City PUMA",6.984549015760422,0.2915270904524473,23.95849046111107,6,100,5070,building_footprint_area
PA,383,G36002403,"Tioga (South), Chemung (South) & Steuben (East) Counties--Elmira & Corning Cities PUMA",14.000462889671326,0.5843633142245164,23.95849046111107,8,100,5070,building_footprint_area
PA,469,G36002403,"Tioga (South), Chemung (South) & Steuben (East) Counties--Elmira & Corning Cities PUMA",1.1663594245910645,1.3248489577216384e-6,880371.6210766163,1,100,5070,building_footprint_area
PA,466,G42000400,"Bradford, Tioga, Susquehanna & Sullivan Counties PUMA",65562.21865589742,0.1391147061610788,471281.7247371671,28588,100,5070,building_footprint_area
PA,466,G36002403,"Tioga (South), Chemung (South) & Steuben (East) Counties--Elmira & Corning Cities PUMA",0.6488539725542068,1.3767857705835535e-6,471281.7247371671,2,100,5070,building_footprint_area
PA,383,G42000400,"Bradford, Tioga, Susquehanna & Sullivan Counties PUMA",2.9734785556793213,0.12410959532303635,23.95849046111107,1,100,5070,building_footprint_area
PA,386,G36002403,"Tioga (South), Chemung (South) & Steuben (East) Counties--Elmira & Corning Cities PUMA",4.931741774082184,0.05395660159703764,91.40200880169868,3,100,5070,building_footprint_area
PA,386,G42000400,"Bradford, Tioga, Susquehanna & Sullivan Counties PUMA",56.50048008561134,0.6181535923153726,91.40200880169868,8,100,5070,building_footprint_area
PA,467,G42000400,"Bradford, Tioga, Susquehanna & Sullivan Counties PUMA",40878.571133971214,0.3073520296930533,133002.44405347144,17083,100,5070,building_footprint_area
PA,386,G36002404,"Steuben (outside Corning City), Schuyler, Chemung (North) & Tioga (North) Counties PUMA",29.969786942005157,0.3278898060875898,91.40200880169868,6,100,5070,building_footprint_area
PA,467,G42000300,"Clearfield, McKean, Elk, Potter & Cameron Counties PUMA",92123.58676174318,0.6926458187844008,133002.44405347144,32270,100,5070,building_footprint_area
PA,385,G42000112,Erie County (Outer) PUMA,114517.68744120281,0.18723288278601805,611632.346504439,28100,100,5070,building_footprint_area
PA,469,G42000702,Lackawanna (Outside Greater Scranton City) & Wyoming Counties PUMA,130438.14273675159,0.14816259362976433,880371.6210766163,26414,100,5070,building_footprint_area
PA,385,G36002600,Chautauqua County PUMA,23.849389508366585,3.899301540323864e-5,611632.346504439,15,100,5070,building_footprint_area
PA,381,G36002500,Cattaraugus & Allegany Counties PUMA,1.97007355093956,0.22076425791520948,8.923879116773605,3,100,5070,building_footprint_area
PA,381,G42000300,"Clearfield, McKean, Elk, Potter & Cameron Counties PUMA",6.1076226234436035,0.6844134197160429,8.923879116773605,4,100,5070,building_footprint_area
PA,385,G42000111,"Erie City, Millcreek township, Lawrence Park Township & Wesleyville Borough PUMA",155466.8511169115,0.25418350093062514,611632.346504439,8660,100,5070,building_footprint_area
PA,385,G42000200,Crawford & Warren Counties PUMA,122261.15764573263,0.19989321746057342,611632.346504439,40793,100,5070,building_footprint_area
PA,381,G42000200,Crawford & Warren Counties PUMA,0.8461829423904419,0.09482232236874766,8.923879116773605,1,100,5070,building_footprint_area
PA,469,G42000701,"Lackawanna County--Scranton City, Dunmore, Old Forge, Taylor & Moosic Boroughs PUMA",110497.15484033513,0.1255119454046087,880371.6210766163,5157,100,5070,building_footprint_area
PA,466,G42000900,Lycoming & Clinton Counties PUMA,151339.54103974008,0.32112329652532534,471281.7247371671,32799,100,5070,building_footprint_area
PA,469,G42000801,Luzerne County (East)--Kingston Borough PUMA,126894.06336236693,0.14413693072839712,880371.6210766163,13310,100,5070,building_footprint_area
PA,467,G42000900,Lycoming & Clinton Counties PUMA,0.2861577570438385,2.151522545922491e-6,133002.44405347144,1,100,5070,building_footprint_area
PA,469,G42000803,Columbia & Luzerne (West) Counties--Bloomsburg Town & Berwick Borough PUMA,61573.07438188372,0.06993986733305342,880371.6210766163,13213,100,5070,building_footprint_area
PA,469,G42000600,Monroe County PUMA,167472.36449479335,0.19022917196034728,880371.6210766163,35846,100,5070,building_footprint_area
PA,469,G42000802,Luzerne County (South Central)--Wilkes-Barre & Hazleton Cities PUMA,136439.8167067296,0.1549797988034596,880371.6210766163,11179,100,5070,building_footprint_area
PA,420,G39000900,Ashtabula & Geauga Counties PUMA,12.834009885787964,4.464213533896698e-6,2874864.6963993865,10,100,5070,building_footprint_area
PA,385,G39000900,Ashtabula & Geauga Counties PUMA,1.3430603742599487,2.195862239686503e-6,611632.346504439,1,100,5070,building_footprint_area
PA,466,G42000803,Columbia & Luzerne (West) Counties--Bloomsburg Town & Berwick Borough PUMA,64377.56784501346,0.13660102750836922,471281.7247371671,15915,100,5070,building_footprint_area
PA,420,G42000112,Erie County (Outer) PUMA,0.7678223848342896,2.6708122500371787e-7,2874864.6963993865,1,100,5070,building_footprint_area
PA,385,G42001300,"Venango, Jefferson, Clarion & Forest Counties PUMA",138818.1080817082,0.2269633201629579,611632.346504439,48440,100,5070,building_footprint_area
PA,465,G42002801,Carbon & Lehigh (North) Counties PUMA,130838.9317036164,0.09946670727112195,1315404.272376097,25087,100,5070,building_footprint_area
PA,420,G42000200,Crawford & Warren Counties PUMA,0.6956381499767303,2.4197248338260224e-7,2874864.6963993865,2,100,5070,building_footprint_area
PA,465,G42002902,Northampton County (North) PUMA,152905.84504008014,0.11624247256235282,1315404.272376097,22376,100,5070,building_footprint_area
PA,466,G42001000,Northumberland & Montour Counties PUMA,107671.026184652,0.22846425085695804,471281.7247371671,20991,100,5070,building_footprint_area
PA,369,G34001700,Warren County PUMA,0.7525642514228821,1,0.7525642514228821,1,100,5070,building_footprint_area
PA,466,G42001100,"Mifflin, Union, Snyder & Juniata Counties PUMA",82326.12681960664,0.17468559143794457,471281.7247371671,20466,100,5070,building_footprint_area
PA,468,G42001200,Centre County PUMA,156450.86876969272,0.5797334701956564,269866.89023990894,22194,100,5070,building_footprint_area
PA,465,G42000600,Monroe County PUMA,2.198823928833008,1.6715955505155343e-6,1315404.272376097,1,100,5070,building_footprint_area
PA,385,G42000300,"Clearfield, McKean, Elk, Potter & Cameron Counties PUMA",80446.19770232344,0.1315270491531134,611632.346504439,22153,100,5070,building_footprint_area
PA,426,G42001400,Mercer County PUMA,110388.29824397154,0.15179010008075342,727243.0691148117,27413,100,5070,building_footprint_area
PA,426,G42000200,Crawford & Warren Counties PUMA,6.018050730228424,8.275157214703327e-6,727243.0691148117,4,100,5070,building_footprint_area
PA,465,G42002600,Schuylkill County PUMA,142590.89248803747,0.10840081295347066,1315404.272376097,23669,100,5070,building_footprint_area
PA,466,G42001200,Centre County PUMA,1.7076799273490906,3.6234800496485626e-6,471281.7247371671,2,100,5070,building_footprint_area
PA,385,G42001400,Mercer County PUMA,3.264061450958252,5.336639681685904e-6,611632.346504439,1,100,5070,building_footprint_area
PA,465,G42002901,Northampton (South) & Lehigh (East) Counties--Bethlehem (East) & Easton Cities PUMA,176879.65028777719,0.1344679000990839,1315404.272376097,10938,100,5070,building_footprint_area
PA,466,G42002600,Schuylkill County PUMA,2.8876583576202393,6.1272445037640285e-6,471281.7247371671,1,100,5070,building_footprint_area
PA,465,G42002802,"Lehigh County (South, Outside Allentown & Bethlehem Cities)--Emmaus Borough PUMA",160141.12365190906,0.1217428945723554,1315404.272376097,15395,100,5070,building_footprint_area
PA,426,G39001001,Trumbull (Outside Warren City) & Mahoning (Outside Youngstown City) Counties PUMA,96.33823169767857,1.3247047072575044e-4,727243.0691148117,29,100,5070,building_footprint_area
PA,90,G42003011,Bucks County (Upper) PUMA,106849.5274153687,0.022030178370566294,4850143.544826056,20685,100,5070,building_footprint_area
PA,465,G42002803,Allentown City PUMA,125327.1999170389,0.09527656443646221,1315404.272376097,2936,100,5070,building_footprint_area
PA,90,G42002901,Northampton (South) & Lehigh (East) Counties--Bethlehem (East) & Easton Cities PUMA,7.261603355407715,1.4971934929955034e-6,4850143.544826056,1,100,5070,building_footprint_area
PA,465,G42002703,Berks County (East) PUMA,147630.51265550195,0.11223204588565591,1315404.272376097,25605,100,5070,building_footprint_area
PA,465,G42003011,Bucks County (Upper) PUMA,8.029975891113281,6.1045688080427424e-6,1315404.272376097,3,100,5070,building_footprint_area
PA,463,G42001600,Butler County PUMA,192956.3714255218,0.08047411675666462,2397744.507205688,39935,100,5070,building_footprint_area
PA,463,G42001300,"Venango, Jefferson, Clarion & Forest Counties PUMA",6.071582220494747,2.532205663384261e-6,2397744.507205688,7,100,5070,building_footprint_area
PA,463,G42001900,Indiana & Armstrong Counties PUMA,65378.18766496051,0.027266536308804528,2397744.507205688,18911,100,5070,building_footprint_area
PA,90,G42002802,"Lehigh County (South, Outside Allentown & Bethlehem Cities)--Emmaus Borough PUMA",6.782589316368103,1.39843063482183e-6,4850143.544826056,2,100,5070,building_footprint_area
PA,385,G42001600,Butler County PUMA,3.503697395324707,5.728437051030424e-6,611632.346504439,1,100,5070,building_footprint_area
PA,468,G42001100,"Mifflin, Union, Snyder & Juniata Counties PUMA",69440.12429237866,0.2573125003613711,269866.89023990894,20146,100,5070,building_footprint_area
PA,90,G42003012,Bucks County (Northern Central) PUMA,116266.61084164958,0.023971787590839094,4850143.544826056,15752,100,5070,building_footprint_area
PA,465,G42001000,Northumberland & Montour Counties PUMA,4.213718339800835,3.2033637325727487e-6,1315404.272376097,4,100,5070,building_footprint_area
PA,465,G42002701,Berks County (Northwest)--Wyomissing Borough PUMA,128937.84724308585,0.09802145998064712,1315404.272376097,18697,100,5070,building_footprint_area
PA,385,G42001900,Indiana & Armstrong Counties PUMA,8.099609404802322,1.3242611269813766e-5,611632.346504439,4,100,5070,building_footprint_area
PA,468,G42000300,"Clearfield, McKean, Elk, Potter & Cameron Counties PUMA",18.278867483139038,6.77329014570454e-5,269866.89023990894,3,100,5070,building_footprint_area
PA,462,G42002402,Dauphin County (Outer)--Hershey PUMA,113579.07557998586,0.06197364403171656,1832699.6476414865,18860,100,5070,building_footprint_area
PA,462,G42002600,Schuylkill County PUMA,3.1033143997192383,1.6933022296986386e-6,1832699.6476414865,1,100,5070,building_footprint_area
PA,426,G42001511,Lawrence & Beaver (North) Counties--New Castle City PUMA,85892.37834998919,0.11810683662415095,727243.0691148117,17759,100,5070,building_footprint_area
PA,90,G42003112,Montgomery County (Eastern Upper) PUMA,104448.40358926146,0.021535115945317318,4850143.544826056,12927,100,5070,building_footprint_area
PA,90,G42003013,Bucks County (Southern Central) PUMA,137590.48294691974,0.02836833212775649,4850143.544826056,13380,100,5070,building_footprint_area
PA,464,G42001900,Indiana & Armstrong Counties PUMA,82867.21986426273,0.18025812616998632,459714.19777279615,22424,100,5070,building_footprint_area
PA,462,G42002301,Cumberland (West) & Perry Counties--Carlisle Borough PUMA,140555.7766231622,0.07669329603682981,1832699.6476414865,32005,100,5070,building_footprint_area
PA,426,G39001003,"Mahoning County (Northeast)--Youngstown City, Boardman & Austintown PUMA",3.7209436893463135,5.116506223806828e-6,727243.0691148117,2,100,5070,building_footprint_area
PA,90,G42003111,Montgomery County (Western Upper)--Pottstown Borough PUMA,120367.46790735237,0.02481730010563413,4850143.544826056,12156,100,5070,building_footprint_area
PA,90,G42003015,Bucks County (Eastern Lower) PUMA,146586.0231683557,0.030223027795688223,4850143.544826056,8313,100,5070,building_footprint_area
PA,462,G42002500,Lebanon County PUMA,141655.66505258856,0.07729344261886348,1832699.6476414865,19379,100,5070,building_footprint_area
PA,468,G42002200,Blair & Huntingdon Counties--Altoona City PUMA,43953.04363670177,0.16286934494864472,269866.89023990894,15512,100,5070,building_footprint_area
PA,90,G42003113,Montgomery County (Northern Central)--Lansdale Borough PUMA,103863.55085933402,0.02141453132250727,4850143.544826056,7567,100,5070,building_footprint_area
PA,464,G42002200,Blair & Huntingdon Counties--Altoona City PUMA,122362.20033949288,0.2661701573114515,459714.19777279615,18314,100,5070,building_footprint_area
PA,90,G42003014,Bucks County (Western Lower) PUMA,135302.83973086346,0.027896667073946554,4850143.544826056,7746,100,5070,building_footprint_area
PA,462,G42002701,Berks County (Northwest)--Wyomissing Borough PUMA,6.553487598896027,3.5758655856838045e-6,1832699.6476414865,4,100,5070,building_footprint_area
PA,465,G42002702,Berks County (Southwest)--Reading City PUMA,150113.96973249502,0.11412002597599502,1315404.272376097,8545,100,5070,building_footprint_area
PA,465,G42003111,Montgomery County (Western Upper)--Pottstown Borough PUMA,17.212350845336914,1.308521737902308e-5,1315404.272376097,1,100,5070,building_footprint_area
PA,90,G42003115,Montgomery County (Northeastern Lower)--Willow Grove & Horsham PUMA,142012.02300964715,0.02927996289123031,4850143.544826056,11878,100,5070,building_footprint_area
PA,464,G42002100,Cambria County PUMA,133110.67737547017,0.28955093843165847,459714.19777279615,23590,100,5070,building_footprint_area
PA,90,G42003114,Montgomery County (Southern Central)--Norristown Borough PUMA,148882.04581360891,0.030696420515724833,4850143.544826056,10228,100,5070,building_footprint_area
PA,465,G42002500,Lebanon County PUMA,4.0434956550598145,3.073956607846343e-6,1315404.272376097,1,100,5070,building_footprint_area
PA,90,G42003221,Philadelphia City (Far Northeast) PUMA,144088.864385665,0.02970816493449423,4850143.544826056,3397,100,5070,building_footprint_area
PA,90,G42003411,Chester County (North) PUMA,99955.0281232479,0.020608674196844347,4850143.544826056,16269,100,5070,building_footprint_area
PA,90,G42003117,Montgomery County (Eastern Lower) PUMA,123930.10746337846,0.025551843222368597,4850143.544826056,6528,100,5070,building_footprint_area
PA,462,G42003503,Lancaster County (East)--Ephrata Borough PUMA,176042.6719188369,0.09605647720038982,1832699.6476414865,32524,100,5070,building_footprint_area
PA,463,G42001511,Lawrence & Beaver (North) Counties--New Castle City PUMA,29070.733605101705,0.01212419985437919,2397744.507205688,7195,100,5070,building_footprint_area
PA,426,G39002800,Columbiana & Jefferson Counties PUMA,2.2996703386306763,3.162175669037035e-6,727243.0691148117,2,100,5070,building_footprint_area
PA,90,G42003222,Philadelphia City (Central and Lower Northeast) PUMA,186587.7435758859,0.038470561098120575,4850143.544826056,2563,100,5070,building_footprint_area
PA,462,G42002401,Dauphin County (Central)--Harrisburg City & Colonial Park PUMA,170612.463249485,0.09309352106279244,1832699.6476414865,9050,100,5070,building_footprint_area
PA,90,G42003412,Chester County (West)--Phoenixville Borough PUMA,103394.39146628138,0.021317800289968426,4850143.544826056,11068,100,5070,building_footprint_area
PA,462,G42003502,Lancaster County (Northwest)--Elizabethtown Borough PUMA,113312.33424166823,0.06182809844891422,1832699.6476414865,14611,100,5070,building_footprint_area
PA,90,G42003223,Philadelphia City (North Delaware) PUMA,102405.32573901908,0.021113875247725625,4850143.544826056,1294,100,5070,building_footprint_area
PA,465,G42003503,Lancaster County (East)--Ephrata Borough PUMA,2.6012918949127197,1.9775607769722714e-6,1315404.272376097,1,100,5070,building_footprint_area
PA,90,G42003216,Philadelphia City (Northwest) PUMA,140000.47844836116,0.02886522371027724,4850143.544826056,3478,100,5070,building_footprint_area
PA,90,G42003224,Philadelphia City (Upper North) PUMA,140950.70873437077,0.02906114168202949,4850143.544826056,1761,100,5070,building_footprint_area
PA,90,G42003116,Montgomery County (Southern Lower)--King of Prussia PUMA,106395.80522022909,0.02193663017123029,4850143.544826056,7019,100,5070,building_footprint_area
PA,462,G42002702,Berks County (Southwest)--Reading City PUMA,6.677942276000977,3.643773427137865e-6,1832699.6476414865,1,100,5070,building_footprint_area
PA,462,G42002302,Cumberland County (East) PUMA,160496.7788892116,0.08757396723230453,1832699.6476414865,14237,100,5070,building_footprint_area
PA,463,G42001512,Beaver County (South) PUMA,138786.45291547442,0.0578820856427339,2397744.507205688,19730,100,5070,building_footprint_area
PA,90,G42003225,Philadelphia City (North) PUMA,132041.87912555318,0.027224323961794968,4850143.544826056,1471,100,5070,building_footprint_area
PA,90,G42003311,Delaware County (North)--Broomall PUMA,161465.21825569496,0.033290812274605716,4850143.544826056,10744,100,5070,building_footprint_area
PA,90,G42003228,Philadelphia City (Lower North and River Wards) PUMA,173950.11440310255,0.035864941479652857,4850143.544826056,2062,100,5070,building_footprint_area
PA,463,G42002011,Westmoreland County (Northwest)--Murrysville Municipality & New Kensington City PUMA,113064.11893495359,0.047154364693641856,2397744.507205688,18347,100,5070,building_footprint_area
PA,90,G42003227,Philadelphia City (West and West Park) PUMA,151001.9268022552,0.031133496443283247,4850143.544826056,1880,100,5070,building_footprint_area
PA,90,G42003503,Lancaster County (East)--Ephrata Borough PUMA,14.713330626487732,3.033586633159206e-6,4850143.544826056,5,100,5070,building_footprint_area
PA,463,G42001802,Allegheny County (North)--Franklin Park Borough & Allison Park PUMA,164757.94963377295,0.06871372205781029,2397744.507205688,20184,100,5070,building_footprint_area
PA,90,G42003413,Chester County (East Central)--West Chester Borough PUMA,121240.132660707,0.024997225657381057,4850143.544826056,11178,100,5070,building_footprint_area
PA,90,G42003230,Philadelphia City (Central) PUMA,147602.21532431245,0.030432545750479642,4850143.544826056,1047,100,5070,building_footprint_area
PA,90,G42003414,Chester County (West Central)--Coatesville City PUMA,100086.61348629557,0.020635804396565555,4850143.544826056,13451,100,5070,building_footprint_area
PA,90,G42003229,Philadelphia City (University-Southwest and Lower Southwest) PUMA,125790.12498190464,0.025935340638751327,4850143.544826056,1421,100,5070,building_footprint_area
PA,90,G42003312,"Delaware County (East)--Yeadon, Lansdowne, Darby Boroughs & Drexel Hill PUMA",161994.51434437186,0.033399942258859804,4850143.544826056,4217,100,5070,building_footprint_area
PA,462,G42003602,York County (North)--Weigelstown PUMA,130446.73287165025,0.07117736560899274,1832699.6476414865,23738,100,5070,building_footprint_area
PA,462,G42003504,Lancaster County (Southwest)--Columbia Borough PUMA,137975.21708950354,0.07528523141643247,1832699.6476414865,14486,100,5070,building_footprint_area
PA,90,G42003231,Philadelphia City (South and Lower South) PUMA,145282.9540722482,0.02995436170692935,4850143.544826056,1237,100,5070,building_footprint_area
PA,90,G42003314,Delaware County (West) PUMA,103709.2363324347,0.021382714835949064,4850143.544826056,10623,100,5070,building_footprint_area
PA,463,G39002800,Columbiana & Jefferson Counties PUMA,1.4646227359771729,6.108335277489729e-7,2397744.507205688,1,100,5070,building_footprint_area
PA,462,G42003501,"Lancaster County--Lancaster City, East Lampeter, Lancaster & West Lampeter Townships PUMA",121519.4950337701,0.06630627947692048,1832699.6476414865,6120,100,5070,building_footprint_area
PA,90,G42003313,Delaware County (Southeast)--Chester City PUMA,147575.14464897523,0.030426964333128376,4850143.544826056,4416,100,5070,building_footprint_area
PA,253,G42003702,Franklin County (Outside Washington Township & Waynesboro Borough) PUMA,129411.30582687695,0.079693242915412,1623867.9854481102,25607,100,5070,building_footprint_area
PA,463,G42001804,"Allegheny County (East)--Monroeville Municipality, Plum & Wilkinsburg Boroughs PUMA",172206.895436842,0.07182036906739932,2397744.507205688,11982,100,5070,building_footprint_area
PA,463,G42001803,Allegheny County (North Central) PUMA,129091.15286302753,0.053838577244190756,2397744.507205688,9736,100,5070,building_footprint_area
PA,90,G42003415,Chester County (South) PUMA,104231.69722146913,0.02149043554239945,4850143.544826056,19679,100,5070,building_footprint_area
PA,462,G42003414,Chester County (West Central)--Coatesville City PUMA,7.19217324256897,3.924360029110403e-6,1832699.6476414865,2,100,5070,building_footprint_area
PA,463,G42002013,Westmoreland County (East & South) PUMA,118346.19672784442,0.04935730073499955,2397744.507205688,25750,100,5070,building_footprint_area
PA,422,G54000100,"Ohio, Marshall, Hancock, Brooke Counties PUMA",3.1147777140140533,1.9571340451618428e-5,159149.94283166132,3,100,5070,building_footprint_area
PA,463,G42001801,Allegheny County (West) PUMA,115622.85076105781,0.04822150584167274,2397744.507205688,10160,100,5070,building_footprint_area
PA,464,G42003800,"Somerset, Bedford & Fulton Counties PUMA",121355.82410856613,0.26398102276698365,459714.19777279615,42692,100,5070,building_footprint_area
PA,464,G42002013,Westmoreland County (East & South) PUMA,0.063041582703590393,1.3713212036741867e-7,459714.19777279615,1,100,5070,building_footprint_area
PA,462,G42003601,York County (Central)--York City & Shiloh PUMA,172149.78499116335,0.09393235013315142,1832699.6476414865,11811,100,5070,building_footprint_area
PA,462,G42003603,York County (South) PUMA,151131.1838493328,0.08246369449779975,1832699.6476414865,27841,100,5070,building_footprint_area
PA,463,G42001701,Pittsburgh City (North) PUMA,191643.17740608053,0.07992643787949699,2397744.507205688,5178,100,5070,building_footprint_area
PA,90,G10000101,Brandywine/Piedmont PUMA,100.60578474402428,2.074284684859412e-5,4850143.544826056,24,100,5070,building_footprint_area
PA,462,G42003701,Adams & Franklin (Southeast) Counties PUMA,103152.27160744788,0.05628432991745005,1832699.6476414865,23229,100,5070,building_footprint_area
PA,463,G42001702,Pittsburgh City (South) PUMA,111638.08092236146,0.046559623257134926,2397744.507205688,4427,100,5070,building_footprint_area
PA,463,G42004011,Washington County (North)--Washington City PUMA,133537.74122442352,0.05569306522155162,2397744.507205688,21398,100,5070,building_footprint_area
PA,463,G54000100,"Ohio, Marshall, Hancock, Brooke Counties PUMA",1.9352710843086243,8.071214754085595e-7,2397744.507205688,2,100,5070,building_footprint_area
PA,463,G42002012,Westmoreland County (West)--Greensburg City PUMA,122152.2437120094,0.050944645413603565,2397744.507205688,14664,100,5070,building_footprint_area
PA,463,G42001805,"Allegheny County (Southeast)--West Mifflin Borough, McKeesport City & Munhall Borough PUMA",109566.43769351067,0.04569562660418666,2397744.507205688,9149,100,5070,building_footprint_area
PA,463,G42001806,Allegheny County (South Central)--Baldwin & Whitehall Boroughs PUMA,131144.0235292744,0.05469474463820525,2397744.507205688,5866,100,5070,building_footprint_area
PA,468,G42003800,"Somerset, Bedford & Fulton Counties PUMA",4.574673652648926,1.6951592870774502e-5,269866.89023990894,1,100,5070,building_footprint_area
PA,253,G42003800,"Somerset, Bedford & Fulton Counties PUMA",14513.539673867635,0.008937635204294388,1623867.9854481102,7503,100,5070,building_footprint_area
PA,462,G42003702,Franklin County (Outside Washington Township & Waynesboro Borough) PUMA,7.6007972955703735,4.147322942606494e-6,1832699.6476414865,4,100,5070,building_footprint_area
PA,463,G42001807,Allegheny County (South)--Bethel Park Municipality & Jefferson Hills Borough PUMA,120299.34337260015,0.05017187736686593,2397744.507205688,9701,100,5070,building_footprint_area
