PUMA20_GISJOIN,CZ90,CZ90_name,pop_overlap,share_of_PUMA20,PUMA20_total_pop,cells,grid_res_m,crs_epsg,method,PUMA20_name,state_fips,state,afactor,GISJOIN,STATEFP20,PUMACE20,GEOID20
G06007330,38000,"San Diego city, CA",180107.5747,1.0,180107.5747,4430,100,5070,building_footprint_area,San Diego County (Southwest)--Chula Vista (West) & National City Cities PUMA,6,CA,1.0,G06007330,6,7330,607330
G06007322,38000,"San Diego city, CA",139993.624,1.0,139993.624,3220,100,5070,building_footprint_area,San Diego County (South)--San Diego City (South/Otay Mesa & South Bay) PUMA,6,CA,1.0,G06007322,6,7322,607322
G08000100,36401,"Craig city, CO",44446.47959,0.420397297,105724.9415,13658,100,5070,building_footprint_area,Northwest Colorado PUMA,8,CO,0.420397297,G08000100,8,100,800100
G56000400,34602,"Rawlins city, WY",14467.91601,0.102186408,141583.566,4164,100,5070,building_footprint_area,"Natrona, Carbon, Converse & Albany Counties PUMA",56,WY,0.102186408,G56000400,56,400,5600400
G08000200,28704,"Laramie city, WY",1347.891332,0.011255871,119750.0726,1079,100,5070,building_footprint_area,Mid Mountain PUMA,8,CO,0.011255871,G08000200,8,200,800200
G08000301,28800,"Fort Collins city, CO",104059.2585,0.999945606,104064.9191,20428,100,5070,building_footprint_area,Larimer PUMA,8,CO,0.999945606,G08000301,8,301,800301
G08000200,28800,"Fort Collins city, CO",0.165232889,1.38e-06,119750.0726,2,100,5070,building_footprint_area,Mid Mountain PUMA,8,CO,1.38e-06,G08000200,8,200,800200
G56000300,27702,"Cheyenne city, WY",100309.395,0.999992957,100310.1015,15620,100,5070,building_footprint_area,Laramie County PUMA,56,WY,0.999992957,G56000300,56,300,5600300
G08001001,28800,"Fort Collins city, CO",98755.13391,1.0,98755.13391,16784,100,5070,building_footprint_area,Weld Rural PUMA,8,CO,1.0,G08001001,8,1001,801001
G08001800,28301,"Sterling city, CO",40758.04655,0.340269629,119781.6174,13992,100,5070,building_footprint_area,Northeast Colorado PUMA,8,CO,0.340269629,G08001800,8,1800,801800
G08001800,28302,"Ogallala city, NE",2386.017957,0.019919734,119781.6174,944,100,5070,building_footprint_area,Northeast Colorado PUMA,8,CO,0.019919734,G08001800,8,1800,801800
G31000100,28302,"Ogallala city, NE",1837.349455,0.017454314,105266.2087,993,100,5070,building_footprint_area,North Central & Northwest Nebraska PUMA,31,NE,0.017454314,G31000100,31,100,3100100
G08000302,28800,"Fort Collins city, CO",145585.0731,1.0,145585.0731,8812,100,5070,building_footprint_area,Fort Collins PUMA,8,CO,1.0,G08000302,8,302,800302
G08000200,28703,"Kremmling town, CO",15596.99999,0.130246267,119750.0726,6866,100,5070,building_footprint_area,Mid Mountain PUMA,8,CO,0.130246267,G08000200,8,200,800200
G08000303,28800,"Fort Collins city, CO",105251.2407,0.999952543,105256.2359,8666,100,5070,building_footprint_area,Loveland PUMA,8,CO,0.999952543,G08000303,8,303,800303
G08001800,28800,"Fort Collins city, CO",29033.31981,0.242385438,119781.6174,5955,100,5070,building_footprint_area,Northeast Colorado PUMA,8,CO,0.242385438,G08001800,8,1800,801800
G31000400,28301,"Sterling city, CO",1.499492487,1.47e-05,102069.6991,6,100,5070,building_footprint_area,Southwest Nebraska PUMA,31,NE,1.47e-05,G31000400,31,400,3100400
G08001002,28800,"Fort Collins city, CO",124094.2815,1.0,124094.2815,5794,100,5070,building_footprint_area,Greeley PUMA,8,CO,1.0,G08001002,8,1002,801002
G08001003,28800,"Fort Collins city, CO",102080.2008,0.996003203,102489.8318,13864,100,5070,building_footprint_area,South Weld PUMA,8,CO,0.996003203,G08001003,8,1003,801003
G08000401,28900,"Denver city, CO",108309.16,1.0,108309.16,27219,100,5070,building_footprint_area,Foothills PUMA,8,CO,1.0,G08000401,8,401,800401
G08000301,28900,"Denver city, CO",5.660521552,5.44e-05,104064.9191,5,100,5070,building_footprint_area,Larimer PUMA,8,CO,5.44e-05,G08000301,8,301,800301
G08000501,28900,"Denver city, CO",124026.7877,1.0,124026.7877,8631,100,5070,building_footprint_area,East Boulder PUMA,8,CO,1.0,G08000501,8,501,800501
G08000303,28900,"Denver city, CO",4.995164812,4.75e-05,105256.2359,4,100,5070,building_footprint_area,Loveland PUMA,8,CO,4.75e-05,G08000303,8,303,800303
G08001003,28900,"Denver city, CO",409.6310722,0.003996797,102489.8318,73,100,5070,building_footprint_area,South Weld PUMA,8,CO,0.003996797,G08001003,8,1003,801003
G08000100,28702,"Glenwood Springs city, CO",61278.04589,0.579598768,105724.9415,10015,100,5070,building_footprint_area,Northwest Colorado PUMA,8,CO,0.579598768,G08000100,8,100,800100
G08000502,28900,"Denver city, CO",126215.1205,1.0,126215.1205,6565,100,5070,building_footprint_area,Boulder PUMA,8,CO,1.0,G08000502,8,502,800502
G08000200,28702,"Glenwood Springs city, CO",102804.917,0.858495655,119750.0726,16332,100,5070,building_footprint_area,Mid Mountain PUMA,8,CO,0.858495655,G08000200,8,200,800200
G08000601,28800,"Fort Collins city, CO",1945.665427,0.011726403,165921.7633,96,100,5070,building_footprint_area,Broomfield PUMA,8,CO,0.011726403,G08000601,8,601,800601
G08000601,28900,"Denver city, CO",163976.0979,0.988273597,165921.7633,8152,100,5070,building_footprint_area,Broomfield PUMA,8,CO,0.988273597,G08000601,8,601,800601
G08001202,28900,"Denver city, CO",179108.5272,1.0,179108.5272,8383,100,5070,building_footprint_area,Commerce City PUMA,8,CO,1.0,G08001202,8,1202,801202
G08001201,28900,"Denver city, CO",116469.7975,1.0,116469.7975,6787,100,5070,building_footprint_area,Brighton PUMA,8,CO,1.0,G08001201,8,1201,801201
G08001101,28900,"Denver city, CO",182053.8743,1.0,182053.8743,6956,100,5070,building_footprint_area,Thornton PUMA,8,CO,1.0,G08001101,8,1101,801101
G08001401,28900,"Denver city, CO",105895.9947,1.0,105895.9947,10912,100,5070,building_footprint_area,Adams Arapahoe PUMA,8,CO,1.0,G08001401,8,1401,801401
G08000701,28900,"Denver city, CO",127134.9862,1.0,127134.9862,7127,100,5070,building_footprint_area,Wheat Ridge PUMA,8,CO,1.0,G08000701,8,701,800701
G08000200,28900,"Denver city, CO",0.099090993,8.27e-07,119750.0726,1,100,5070,building_footprint_area,Mid Mountain PUMA,8,CO,8.27e-07,G08000200,8,200,800200
G08001702,28900,"Denver city, CO",175985.1926,1.0,175985.1926,5062,100,5070,building_footprint_area,Northeast Denver PUMA,8,CO,1.0,G08001702,8,1702,801702
G08001701,28900,"Denver city, CO",148051.7201,1.0,148051.7201,3392,100,5070,building_footprint_area,Downtown Denver PUMA,8,CO,1.0,G08001701,8,1701,801701
G08000702,28900,"Denver city, CO",122201.8201,1.0,122201.8201,6394,100,5070,building_footprint_area,Lakewood PUMA,8,CO,1.0,G08000702,8,702,800702
G08001301,28900,"Denver city, CO",134017.9159,1.0,134017.9159,3586,100,5070,building_footprint_area,North Aurora PUMA,8,CO,1.0,G08001301,8,1301,801301
G08000703,28900,"Denver city, CO",150024.5857,1.0,150024.5857,6740,100,5070,building_footprint_area,South Jefferson PUMA,8,CO,1.0,G08000703,8,703,800703
G08001704,28900,"Denver city, CO",120032.7121,1.0,120032.7121,3273,100,5070,building_footprint_area,South Denver PUMA,8,CO,1.0,G08001704,8,1704,801704
G08001705,28900,"Denver city, CO",175559.3831,1.0,175559.3831,5241,100,5070,building_footprint_area,Glendale PUMA,8,CO,1.0,G08001705,8,1705,801705
G08001703,28900,"Denver city, CO",121364.3497,1.0,121364.3497,4130,100,5070,building_footprint_area,Southwest Denver PUMA,8,CO,1.0,G08001703,8,1703,801703
G08001601,28900,"Denver city, CO",112811.1624,1.0,112811.1624,3630,100,5070,building_footprint_area,South Aurora PUMA,8,CO,1.0,G08001601,8,1601,801601
G08001501,28900,"Denver city, CO",111567.9101,1.0,111567.9101,5555,100,5070,building_footprint_area,Englewood PUMA,8,CO,1.0,G08001501,8,1501,801501
G08002401,35201,"Grand Junction city, CO",102827.5036,0.999988888,102828.6462,36637,100,5070,building_footprint_area,West Central Colorado PUMA,8,CO,0.999988888,G08002401,8,2401,802401
G08001602,28900,"Denver city, CO",121647.5725,1.0,121647.5725,7236,100,5070,building_footprint_area,South Metro PUMA,8,CO,1.0,G08001602,8,1602,801602
G08001603,28900,"Denver city, CO",120868.9765,1.0,120868.9765,5329,100,5070,building_footprint_area,Southeast Aurora PUMA,8,CO,1.0,G08001603,8,1603,801603
G08000100,35201,"Grand Junction city, CO",0.416017026,3.93e-06,105724.9415,1,100,5070,building_footprint_area,Northwest Colorado PUMA,8,CO,3.93e-06,G08000100,8,100,800100
G08000801,28900,"Denver city, CO",134890.3492,1.0,134890.3492,6821,100,5070,building_footprint_area,Highlands Ranch PUMA,8,CO,1.0,G08000801,8,801,800801
G08002101,28900,"Denver city, CO",17071.84528,0.149004803,114572.4498,10653,100,5070,building_footprint_area,Central Mountain PUMA,8,CO,0.149004803,G08002101,8,2101,802101
G08000902,28900,"Denver city, CO",120034.319,1.0,120034.319,9910,100,5070,building_footprint_area,Parker PUMA,8,CO,1.0,G08000902,8,902,800902
G08001800,28900,"Denver city, CO",25859.63995,0.215889888,119781.6174,11482,100,5070,building_footprint_area,Northeast Colorado PUMA,8,CO,0.215889888,G08001800,8,1800,801800
G08000901,28900,"Denver city, CO",119868.8892,0.999879786,119883.3009,14299,100,5070,building_footprint_area,Castle Rock PUMA,8,CO,0.999879786,G08000901,8,901,800901
G08002501,35201,"Grand Junction city, CO",137213.024,1.0,137213.024,12523,100,5070,building_footprint_area,Mesa PUMA,8,CO,1.0,G08002501,8,2501,802501
G08001800,28402,"Limon town, CO",5643.989779,0.047118998,119781.6174,2182,100,5070,building_footprint_area,Northeast Colorado PUMA,8,CO,0.047118998,G08001800,8,1800,801800
G08002101,28702,"Glenwood Springs city, CO",7389.597488,0.064497159,114572.4498,1535,100,5070,building_footprint_area,Central Mountain PUMA,8,CO,0.064497159,G08002101,8,2101,802101
G08001800,28504,"Burlington city, CO",10237.49342,0.085467985,119781.6174,5279,100,5070,building_footprint_area,Northeast Colorado PUMA,8,CO,0.085467985,G08001800,8,1800,801800
G08002200,35202,"Gunnison city, CO",17592.83843,0.153543584,114578.792,6290,100,5070,building_footprint_area,Southwest Colorado PUMA,8,CO,0.153543584,G08002200,8,2200,802200
G08002401,35903,"Moab city, UT",0.734673142,7.14e-06,102828.6462,1,100,5070,building_footprint_area,West Central Colorado PUMA,8,CO,7.14e-06,G08002401,8,2401,802401
G08002101,28701,"Salida city, CO",18130.1805,0.15824206,114572.4498,6096,100,5070,building_footprint_area,Central Mountain PUMA,8,CO,0.15824206,G08002101,8,2101,802101
G08000901,28401,"Colorado Springs city, CO",14.41169792,0.00012,119883.3009,5,100,5070,building_footprint_area,Castle Rock PUMA,8,CO,0.00012,G08000901,8,901,800901
G08002001,28401,"Colorado Springs city, CO",108844.6492,0.999901709,108855.3487,23840,100,5070,building_footprint_area,El Paso Teller PUMA,8,CO,0.999901709,G08002001,8,2001,802001
G08002002,28401,"Colorado Springs city, CO",149533.092,1.0,149533.092,16634,100,5070,building_footprint_area,North El Paso PUMA,8,CO,1.0,G08002002,8,2002,802002
G08001800,28401,"Colorado Springs city, CO",7.374276936,6.16e-05,119781.6174,7,100,5070,building_footprint_area,Northeast Colorado PUMA,8,CO,6.16e-05,G08001800,8,1800,801800
G08002001,28900,"Denver city, CO",10.69953865,9.83e-05,108855.3487,6,100,5070,building_footprint_area,El Paso Teller PUMA,8,CO,9.83e-05,G08002001,8,2001,802001
G49013000,35903,"Moab city, UT",9641.267534,0.06766292,142489.6761,2245,100,5070,building_footprint_area,Southeast Utah & Uintah Basin Region PUMA,49,UT,0.06766292,G49013000,49,13000,4913000
G08002003,28401,"Colorado Springs city, CO",112243.4314,1.0,112243.4314,7590,100,5070,building_footprint_area,West Colorado Springs PUMA,8,CO,1.0,G08002003,8,2003,802003
G08002005,28401,"Colorado Springs city, CO",132071.4518,1.0,132071.4518,5395,100,5070,building_footprint_area,Northeast Colorado Springs PUMA,8,CO,1.0,G08002005,8,2005,802005
G08002004,28401,"Colorado Springs city, CO",108101.1271,1.0,108101.1271,5545,100,5070,building_footprint_area,Central Colorado Springs PUMA,8,CO,1.0,G08002004,8,2004,802004
G08002006,28401,"Colorado Springs city, CO",140806.1512,1.0,140806.1512,5370,100,5070,building_footprint_area,South Colorado Springs PUMA,8,CO,1.0,G08002006,8,2006,802006
G08002101,28401,"Colorado Springs city, CO",53437.60345,0.46640884,114572.4498,14311,100,5070,building_footprint_area,Central Mountain PUMA,8,CO,0.46640884,G08002101,8,2101,802101
G08002200,28701,"Salida city, CO",0.551131308,4.81e-06,114578.792,1,100,5070,building_footprint_area,Southwest Colorado PUMA,8,CO,4.81e-06,G08002200,8,2200,802200
G08002101,35202,"Gunnison city, CO",1.690234661,1.48e-05,114572.4498,1,100,5070,building_footprint_area,Central Mountain PUMA,8,CO,1.48e-05,G08002101,8,2101,802101
G08001900,34805,"Alamosa city, CO",45093.03754,0.456100549,98866.43989,17528,100,5070,building_footprint_area,Southeast Colorado PUMA,8,CO,0.456100549,G08001900,8,1900,801900
G08002101,34805,"Alamosa city, CO",1.073201358,9.37e-06,114572.4498,2,100,5070,building_footprint_area,Central Mountain PUMA,8,CO,9.37e-06,G08002101,8,2101,802101
G08002301,28502,"Pueblo city, CO",155840.776,1.0,155840.776,14945,100,5070,building_footprint_area,Pueblo PUMA,8,CO,1.0,G08002301,8,2301,802301
G08001800,28502,"Pueblo city, CO",5855.735646,0.048886764,119781.6174,1291,100,5070,building_footprint_area,Northeast Colorado PUMA,8,CO,0.048886764,G08001800,8,1800,801800
G08002401,35402,"Cortez city, CO",0.40790914,3.97e-06,102828.6462,2,100,5070,building_footprint_area,West Central Colorado PUMA,8,CO,3.97e-06,G08002401,8,2401,802401
G08002101,28502,"Pueblo city, CO",11819.9209,0.103165472,114572.4498,4883,100,5070,building_footprint_area,Central Mountain PUMA,8,CO,0.103165472,G08002101,8,2101,802101
G08002200,35402,"Cortez city, CO",28027.20937,0.244610795,114578.792,12029,100,5070,building_footprint_area,Southwest Colorado PUMA,8,CO,0.244610795,G08002200,8,2200,802200
G08002200,35300,"Farmington city, NM",68958.15184,0.601840451,114578.792,22587,100,5070,building_footprint_area,Southwest Colorado PUMA,8,CO,0.601840451,G08002200,8,2200,802200
G08001900,28502,"Pueblo city, CO",36119.56281,0.365336942,98866.43989,8712,100,5070,building_footprint_area,Southeast Colorado PUMA,8,CO,0.365336942,G08001900,8,1900,801900
G08002200,35201,"Grand Junction city, CO",0.04126082,3.6e-07,114578.792,1,100,5070,building_footprint_area,Southwest Colorado PUMA,8,CO,3.6e-07,G08002200,8,2200,802200
G08002101,28503,"Trinidad city, CO",6720.538717,0.058657546,114572.4498,3064,100,5070,building_footprint_area,Central Mountain PUMA,8,CO,0.058657546,G08002101,8,2101,802101
G08001900,28503,"Trinidad city, CO",14363.80227,0.145284915,98866.43989,4834,100,5070,building_footprint_area,Southeast Colorado PUMA,8,CO,0.145284915,G08001900,8,1900,801900
G08001900,35300,"Farmington city, NM",2.037266314,2.06e-05,98866.43989,2,100,5070,building_footprint_area,Southeast Colorado PUMA,8,CO,2.06e-05,G08001900,8,1900,801900
G08001900,28501,"Springfield town, CO",3288.000003,0.033256988,98866.43989,1098,100,5070,building_footprint_area,Southeast Colorado PUMA,8,CO,0.033256988,G08001900,8,1900,801900
G20001800,28501,"Springfield town, CO",7.0,5.2e-05,134589.133,2,100,5070,building_footprint_area,"Southwest Kansas--Dodge City, Garden City & Liberal City PUMA",20,KS,5.2e-05,G20001800,20,1800,2001800
G09020301,20901,"Bridgeport city, CT",106421.9079,0.998248602,106608.622,27285,100,5070,building_footprint_area,Northeastern Planning Region & Stafford Town PUMA,9,CT,0.998248602,G09020301,9,20301,920301
G25000507,20500,"Boston city, MA",157204.8021,0.999979192,157208.0733,23435,100,5070,building_footprint_area,Worcester County (South) PUMA,25,MA,0.999979192,G25000507,25,507,2500507
G09020301,20500,"Boston city, MA",58.89856577,0.000552,106608.622,13,100,5070,building_footprint_area,Northeastern Planning Region & Stafford Town PUMA,9,CT,0.000552,G09020301,9,20301,920301
G25000507,20901,"Bridgeport city, CT",3.27115345,2.08e-05,157208.0733,3,100,5070,building_footprint_area,Worcester County (South) PUMA,25,MA,2.08e-05,G25000507,25,507,2500507
G09020301,20401,"Providence city, RI",109.1598339,0.001023931,106608.622,35,100,5070,building_footprint_area,Northeastern Planning Region & Stafford Town PUMA,9,CT,0.001023931,G09020301,9,20301,920301
G09020301,20800,"Springfield city, MA",18.65573788,0.000175,106608.622,4,100,5070,building_footprint_area,Northeastern Planning Region & Stafford Town PUMA,9,CT,0.000175,G09020301,9,20301,920301
G25000403,20800,"Springfield city, MA",156945.663,0.999682399,156995.525,18555,100,5070,building_footprint_area,Hampden County (East)--Chicopee PUMA,25,MA,0.999682399,G25000403,25,403,2500403
G09020203,20901,"Bridgeport city, CT",113453.8841,0.999822857,113473.9851,23297,100,5070,building_footprint_area,Capitol East PUMA,9,CT,0.999822857,G09020203,9,20203,920203
G09020203,20800,"Springfield city, MA",20.10107261,0.000177,113473.9851,8,100,5070,building_footprint_area,Capitol East PUMA,9,CT,0.000177,G09020203,9,20203,920203
G09020202,20800,"Springfield city, MA",196.1981378,0.001232854,159141.4615,39,100,5070,building_footprint_area,Connecticut River North PUMA,9,CT,0.001232854,G09020202,9,20202,920202
G09020202,20901,"Bridgeport city, CT",158945.2633,0.998767146,159141.4615,19135,100,5070,building_footprint_area,Connecticut River North PUMA,9,CT,0.998767146,G09020202,9,20202,920202
G25000403,20901,"Bridgeport city, CT",23.86318207,0.000152,156995.525,2,100,5070,building_footprint_area,Hampden County (East)--Chicopee PUMA,25,MA,0.000152,G25000403,25,403,2500403
G25000401,20800,"Springfield city, MA",152209.0739,0.999738333,152248.9124,16263,100,5070,building_footprint_area,Hampden County (West)--Westfield & Holyoke PUMA,25,MA,0.999738333,G25000401,25,401,2500401
G25000401,20901,"Bridgeport city, CT",39.09860685,0.000257,152248.9124,10,100,5070,building_footprint_area,Hampden County (West)--Westfield & Holyoke PUMA,25,MA,0.000257,G25000401,25,401,2500401
G44000105,20401,"Providence city, RI",177272.3845,0.998463769,177545.1349,22120,100,5070,building_footprint_area,Northern Providence County & Woonsocket City PUMA,44,RI,0.998463769,G44000105,44,105,4400105
G09020207,20901,"Bridgeport city, CT",160316.8797,0.999888921,160334.6896,19936,100,5070,building_footprint_area,Capitol West PUMA,9,CT,0.999888921,G09020207,9,20207,920207
G09020207,20800,"Springfield city, MA",17.80989349,0.000111,160334.6896,6,100,5070,building_footprint_area,Capitol West PUMA,9,CT,0.000111,G09020207,9,20207,920207
G09020100,20901,"Bridgeport city, CT",112145.792,0.999961115,112150.1529,28141,100,5070,building_footprint_area,Northwest Hills PUMA,9,CT,0.999961115,G09020100,9,20100,920100
G25000100,20902,"Pittsfield city, MA",128831.1706,0.999523542,128892.5824,28400,100,5070,building_footprint_area,Berkshire County--Pittsfield PUMA,25,MA,0.999523542,G25000100,25,100,2500100
G09020100,20902,"Pittsfield city, MA",4.360926449,3.89e-05,112150.1529,4,100,5070,building_footprint_area,Northwest Hills PUMA,9,CT,3.89e-05,G09020100,9,20100,920100
G09020204,20901,"Bridgeport city, CT",140649.2387,1.0,140649.2387,9350,100,5070,building_footprint_area,"East Hartford, Manchester & Vernon Towns PUMA",9,CT,1.0,G09020204,9,20204,920204
G44000200,20401,"Providence city, RI",169978.9526,0.999897118,169996.4421,15751,100,5070,building_footprint_area,Central Rhode Island (Kent County)--Warwick City PUMA,44,RI,0.999897118,G44000200,44,200,4400200
G09020402,20901,"Bridgeport city, CT",157546.0545,0.99986444,157567.4142,28181,100,5070,building_footprint_area,Inland Southeastern PUMA,9,CT,0.99986444,G09020402,9,20402,920402
G09020201,20901,"Bridgeport city, CT",120529.2813,1.0,120529.2813,2589,100,5070,building_footprint_area,Hartford Town PUMA,9,CT,1.0,G09020201,9,20201,920201
G09020205,20901,"Bridgeport city, CT",113314.0364,1.0,113314.0364,10974,100,5070,building_footprint_area,"Glastonbury, Wethersfield, Rocky Hill & Newington Towns PUMA",9,CT,1.0,G09020205,9,20205,920205
